Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Ahri Meow,Leviathan [Primal],5893,306,0,0
2,Miyu Moon,Mateus [Crystal],4928,174,0,0
3,Pekora Meow,Leviathan [Primal],4870,509,0,0
4,Legendary Ash,Faerie [Aether],4798,204,0,0
5,Tomo Kote,Gilgamesh [Aether],4324,137,0,0
6,Uki Yo,Adamantoise [Aether],4215,338,0,0
7,Neo Dymium,Seraph [Dynamis],4199,520,0,1
8,Sylvie Chan,Brynhildr [Crystal],4017,121,0,0
9,Seto Mimyho,Behemoth [Primal],4008,224,0,0
10,Sparrow Hawk,Seraph [Dynamis],3964,353,0,0
11,Shion Valliere,Gilgamesh [Aether],3881,143,0,1
12,Crow Meow,Jenova [Aether],3833,109,0,0
13,Lucio Harundo,Leviathan [Primal],3773,631,0,0
14,Olivia Lugria,Sargatanas [Aether],3754,645,0,0
15,Fye Alanyk,Diabolos [Crystal],3714,624,0,2
16,Death Reaps,Balmung [Crystal],3625,647,0,0
17,Myu Meow,Leviathan [Primal],3573,286,0,3
18,Hrothmar Blackburns,Adamantoise [Aether],3439,932,0,0
19,Terro Beoulve,Coeurl [Crystal],3400,300,0,0
20,Dea Jae,Balmung [Crystal],3355,158,0,0
21,Akari Tsuki,Adamantoise [Aether],3326,135,0,0
22,Fulheart Grit,Balmung [Crystal],3322,339,0,20
23,Vestelle Sawyer,Gilgamesh [Aether],3280,92,0,0
24,Nero Cor,Cactuar [Aether],3277,922,0,0
25,Rae Rea,Adamantoise [Aether],3205,63,0,0
26,Onion Little,Zalera [Crystal],3189,195,0,0
27,Unagi Box,Cuchulainn [Dynamis],3187,505,0,0
28,Kahlil Immortalis,Diabolos [Crystal],3144,500,0,0
29,Emi Meow,Siren [Aether],3141,94,0,1
30,Sea Jae,Sargatanas [Aether],3138,103,0,0
31,Andros Meow,Leviathan [Primal],3110,128,0,0
32,Talon Sparda,Balmung [Crystal],3092,768,0,0
33,Mac Arena,Adamantoise [Aether],3086,57,0,0
