Rank,Name,World,Credits,Victories,Credits Gained,Victories Gained
1,Another Alt,Sophia [Materia],★☆☆,50,0,0
2,Lil Wu,Ravana [Materia],★☆☆,24,0,0
3,Goode Morning,Bismarck [Materia],★☆☆,22,0,0
4,Jiraiya Sannin,Ravana [Materia],★☆☆,12,0,0
5,Raiosu Eucliffe,Ravana [Materia],★★★,42,0,0
6,Peaceful Serenity,Sephirot [Materia],★★★,36,0,0
6,Syth Isi,Sephirot [Materia],★★★,36,0,0
8,Okkotsu Yuta,Sophia [Materia],★★★,32,0,0
9,Hanami Koi,Sophia [Materia],★★★,8,0,0
10,Mars Bars,Sophia [Materia],★★☆,35,0,0
11,Stu Vermillion,Sephirot [Materia],★★☆,33,0,0
12,Extra Mage,Ravana [Materia],★★☆,22,0,0
13,Ranko Riselle,Sophia [Materia],★☆☆,22,0,0
14,Lavena Warren,Bismarck [Materia],★★★,29,0,0
15,Byakko Moon,Sephirot [Materia],★★☆,21,0,0
16,Pj Silva,Sephirot [Materia],★☆☆,71,0,0
17,Seth Nier,Sophia [Materia],★☆☆,31,0,0
18,Lion Lord,Ravana [Materia],★★★,65,0,0
19,Unshao Theruun,Sephirot [Materia],★★★,38,0,0
20,The Drink,Ravana [Materia],★★★,35,0,0
21,Twitch Pvpash,Ravana [Materia],★★★,14,0,0
22,Lillian Melikai,Ravana [Materia],★★☆,52,0,0
23,Vilo Maxus,Sephirot [Materia],★☆☆,70,0,0
24,Mq Veyexw,Sophia [Materia],★☆☆,52,0,0
25,Monkey Rat,Zurvan [Materia],★☆☆,50,0,0
26,Jena Kuwahara,Ravana [Materia],★☆☆,47,0,0
27,Aislinn Rose,Ravana [Materia],★☆☆,39,0,0
28,Nirki Yukumo,Zurvan [Materia],★☆☆,4,0,0
29,Shiny Jirachi,Sophia [Materia],★★★,31,0,0
30,Disco Knees,Sophia [Materia],★★★,13,0,0
31,Ku Ku,Sophia [Materia],★★★,5,0,0
32,Mushidora Valkhana,Ravana [Materia],★★☆,101,0,0
33,Izaray Wintergray,Sophia [Materia],★★☆,77,0,0
34,Rika Chan,Sophia [Materia],★★☆,34,0,0
35,Boz Ulceros,Ravana [Materia],★★☆,32,0,0
36,Swhe Swoo,Sephirot [Materia],★★☆,23,0,0
37,Anzac Fenrir,Ravana [Materia],★☆☆,41,0,0
38,Nissan Silvia,Sophia [Materia],★☆☆,34,0,0
38,Subaru Vivio,Sophia [Materia],★☆☆,34,0,0
40,Scarlette Harlette,Sephirot [Materia],★★★,171,0,0
41,Noelle Frost,Zurvan [Materia],★★★,68,0,0
42,Nina Galbraith,Sophia [Materia],★★★,41,0,0
43,Samara Glazghotwyn,Sephirot [Materia],★★★,33,0,0
44,Red Pocket,Zurvan [Materia],★★★,11,0,0
45,Sean Cody,Sophia [Materia],★★★,10,0,0
